,id,indicator,m_cp,Название на русском
3021,GBR,n_sdg3_lifee,1,Великобритания
3022,BEL,n_sdg3_lifee,1,Бельгия
3023,ISL,n_sdg3_lifee,1,Исландия
3024,NZL,n_sdg3_lifee,1,Новая Зеландия
3025,LVA,n_sdg3_lifee,0,Латвия
3026,LTU,n_sdg3_lifee,0,Литва
3027,TUR,n_sdg3_lifee,0,Турция
3028,LUX,n_sdg3_lifee,1,Люксембург
3029,DEU,n_sdg3_lifee,1,Германия
3030,CZE,n_sdg3_lifee,0,Чешская Республика
3031,CHE,n_sdg3_lifee,1,Швейцария
3032,PRT,n_sdg3_lifee,1,Португалия
3033,IRL,n_sdg3_lifee,1,Ирландия
3034,DNK,n_sdg3_lifee,1,Дания
3035,FIN,n_sdg3_lifee,1,Финляндия
3036,EST,n_sdg3_lifee,0,Эстония
3037,NLD,n_sdg3_lifee,1,Нидерланды
3038,NOR,n_sdg3_lifee,1,Норвегия
3039,SWE,n_sdg3_lifee,1,Швеция
3040,AFG,n_sdg3_fertility,0,Афганистан
3041,ARE,n_sdg3_fertility,1,ОАЭ
3042,AZE,n_sdg3_fertility,0,Азербайджан
3043,BGD,n_sdg3_fertility,0,Бангладеш
3044,BLR,n_sdg3_fertility,1,Беларусь
3045,BTN,n_sdg3_fertility,1,Бутан
3046,CHN,n_sdg3_fertility,1,КНР
3047,DJI,n_sdg3_fertility,1,Джибути
3048,EGY,n_sdg3_fertility,0,Египет
3049,ERI,n_sdg3_fertility,0,Эритрея
3050,ETH,n_sdg3_fertility,0,Эфиопия
3051,HND,n_sdg3_fertility,0,Гондурас
3052,IND,n_sdg3_fertility,1,Индия
3053,IRN,n_sdg3_fertility,1,Иран
3054,IRQ,n_sdg3_fertility,0,Ирак
3055,JOR,n_sdg3_fertility,1,Иордания
3056,KAZ,n_sdg3_fertility,1,Казахстан
3057,KGZ,n_sdg3_fertility,0,Кыргызстан 
3058,KHM,n_sdg3_fertility,0,Камбоджа
3059,LAO,n_sdg3_fertility,0,Лаос
3060,LKA,n_sdg3_fertility,1,Шри-Ланка
3061,MMR,n_sdg3_fertility,0,Мьянма
3062,NIC,n_sdg3_fertility,0,Никарагуа
3063,PAK,n_sdg3_fertility,0,Пакистан
3064,PRK,n_sdg3_fertility,1,Корея (КНДР)
3065,RUS,n_sdg3_fertility,1,Россия
3066,RWA,n_sdg3_fertility,0,Руанда
3067,SAU,n_sdg3_fertility,1,Саудовская Аравия
3068,SDN,n_sdg3_fertility,0,Судан
3069,SYR,n_sdg3_fertility,0,Сирия
3070,TJK,n_sdg3_fertility,0,Таджикистан
3071,TKM,n_sdg3_fertility,1,Туркменистан
3072,UGA,n_sdg3_fertility,0,Уганда
3073,UZB,n_sdg3_fertility,0,Узбекистан
3074,VEN,n_sdg3_fertility,0,Венесуэла
3075,VNM,n_sdg3_fertility,0,Вьетнам
3076,YEM,n_sdg3_fertility,0,Йеменская Арабская Республика
3077,GTM,n_sdg3_fertility,0,Гватемала
3078,LBY,n_sdg3_fertility,1,Ливия
3079,SOM,n_sdg3_fertility,0,Сомали
3080,SLV,n_sdg3_fertility,0,Эль-Сальвадор
3081,OMN,n_sdg3_fertility,1,Оман
3082,COD,n_sdg3_fertility,0,Демократическая Республика Конго
3083,LBN,n_sdg3_fertility,1,Ливан
3084,CMR,n_sdg3_fertility,0,Камерун
3085,PER,n_sdg3_fertility,0,Перу
3086,TUN,n_sdg3_fertility,1,Тунис
3087,KWT,n_sdg3_fertility,1,Кувейт
3088,IDN,n_sdg3_fertility,0,Индонезия
3089,DZA,n_sdg3_fertility,1,Алжир
3090,BDI,n_sdg3_fertility,0,Бурунди
3091,MEX,n_sdg3_fertility,0,Мексика
3092,SGP,n_sdg3_fertility,1,Сингапур
3093,NGA,n_sdg3_fertility,0,Нигерия
3094,TGO,n_sdg3_fertility,0,Того
3095,MAR,n_sdg3_fertility,1,Марокко
3096,MLI,n_sdg3_fertility,0,Мали
3097,GNQ,n_sdg3_fertility,0,Экватор. Гвинея
3098,KEN,n_sdg3_fertility,0,Кения
3099,PHL,n_sdg3_fertility,0,Филиппины
3100,COL,n_sdg3_fertility,0,Колумбия
3101,GEO,n_sdg3_fertility,1,Грузия
3102,MDG,n_sdg3_fertility,0,Мадагаскар
3103,ISR,n_sdg3_fertility,1,Израиль
3104,SSD,n_sdg3_fertility,0,Южный Судан
3105,TCD,n_sdg3_fertility,0,Чад
3106,LSO,n_sdg3_fertility,0,Лесото
3107,ZWE,n_sdg3_fertility,0,Зимбабве
3108,BFA,n_sdg3_fertility,0,Буркина-Фасо
3109,GIN,n_sdg3_fertility,0,Гвинея
3110,MNG,n_sdg3_fertility,1,Монголия
3111,MOZ,n_sdg3_fertility,0,Мозамбик
3112,AGO,n_sdg3_fertility,0,Ангола
3113,SWZ,n_sdg3_fertility,0,Свазиленд
3114,BRN,n_sdg3_fertility,1,Бруней
3115,SRB,n_sdg3_fertility,1,Сербия
3116,TZA,n_sdg3_fertility,0,Танзания
3117,ECU,n_sdg3_fertility,0,Эквадор
3118,BOL,n_sdg3_fertility,0,Боливия
3119,BEN,n_sdg3_fertility,0,Бенин
3120,NPL,n_sdg3_fertility,0,Непал
3121,GRC,n_sdg3_fertility,1,Греция
3122,MYS,n_sdg3_fertility,1,Малайзия
3123,ARG,n_sdg3_fertility,0,Аргентина
3124,BIH,n_sdg3_fertility,1,Босния и Герцеговина
3125,THA,n_sdg3_fertility,1,Таиланд
3126,PRY,n_sdg3_fertility,0,Парагвай
3127,NER,n_sdg3_fertility,0,Нигер
3128,ZMB,n_sdg3_fertility,0,Замбия
3129,BWA,n_sdg3_fertility,0,Ботсвана
3130,ALB,n_sdg3_fertility,1,Албания
3131,QAT,n_sdg3_fertility,1,Катар
3132,CYP,n_sdg3_fertility,1,Кипр
3133,MWI,n_sdg3_fertility,0,Малави
3134,SEN,n_sdg3_fertility,0,Сенегал
3135,CAF,n_sdg3_fertility,0,Центр.Афр.Респуб.
3136,COG,n_sdg3_fertility,0,Республика Конго
3137,BGR,n_sdg3_fertility,0,Болгария
3138,CHL,n_sdg3_fertility,1,Чили
3139,HUN,n_sdg3_fertility,1,Венгрия
3140,MLT,n_sdg3_fertility,1,Мальта
3141,JPN,n_sdg3_fertility,1,Япония
3142,CIV,n_sdg3_fertility,0,Кот Д'Ивуар
3143,BRA,n_sdg3_fertility,0,Бразилия
3144,UKR,n_sdg3_fertility,1,Украина
3145,KOR,n_sdg3_fertility,1,Корея, Республика
3146,HRV,n_sdg3_fertility,1,Хорватия
3147,URY,n_sdg3_fertility,0,Уругвай
3148,GMB,n_sdg3_fertility,0,Гамбия
3149,USA,n_sdg3_fertility,1,США
3150,SLE,n_sdg3_fertility,0,Сьерра-Леоне
3151,ROU,n_sdg3_fertility,0,Румыния
3152,LBR,n_sdg3_fertility,0,Либерия
3153,PAN,n_sdg3_fertility,0,Панама
3154,GHA,n_sdg3_fertility,0,Гана
3155,MRT,n_sdg3_fertility,0,Мавритания
3156,ITA,n_sdg3_fertility,1,Италия
3157,MKD,n_sdg3_fertility,1,Северная Македония
3158,GAB,n_sdg3_fertility,0,Габон
3159,SVK,n_sdg3_fertility,0,Словакия
3160,MNE,n_sdg3_fertility,1,Черногория
3161,CRI,n_sdg3_fertility,0,Коста-Рика
3162,MDA,n_sdg3_fertility,0,Молдова, Республика
3163,ARM,n_sdg3_fertility,1,Армения
3164,SVN,n_sdg3_fertility,1,Словения
3165,POL,n_sdg3_fertility,1,Польша
3166,AUS,n_sdg3_fertility,1,Австралия
3167,NAM,n_sdg3_fertility,0,Намибия
3168,ZAF,n_sdg3_fertility,0,Южно-Африканская Республика
3169,FRA,n_sdg3_fertility,1,Монако
3170,ESP,n_sdg3_fertility,1,Испания
3171,AUT,n_sdg3_fertility,1,Австрия
3172,CAN,n_sdg3_fertility,1,Канада
3173,GBR,n_sdg3_fertility,1,Великобритания
3174,BEL,n_sdg3_fertility,1,Бельгия
3175,ISL,n_sdg3_fertility,1,Исландия
3176,NZL,n_sdg3_fertility,1,Новая Зеландия
3177,LVA,n_sdg3_fertility,1,Латвия
3178,LTU,n_sdg3_fertility,1,Литва
3179,TUR,n_sdg3_fertility,1,Турция
3180,LUX,n_sdg3_fertility,1,Люксембург
3181,DEU,n_sdg3_fertility,1,Германия
3182,CZE,n_sdg3_fertility,1,Чешская Республика
3183,CHE,n_sdg3_fertility,1,Швейцария
3184,PRT,n_sdg3_fertility,1,Португалия
3185,IRL,n_sdg3_fertility,1,Ирландия
3186,DNK,n_sdg3_fertility,1,Дания
3187,FIN,n_sdg3_fertility,1,Финляндия
3188,EST,n_sdg3_fertility,1,Эстония
3189,NLD,n_sdg3_fertility,1,Нидерланды
3190,NOR,n_sdg3_fertility,1,Норвегия
3191,SWE,n_sdg3_fertility,1,Швеция
3192,AFG,n_sdg3_births,0,Афганистан
3193,ARE,n_sdg3_births,1,ОАЭ
3194,AZE,n_sdg3_births,1,Азербайджан
3195,BGD,n_sdg3_births,0,Бангладеш
3196,BLR,n_sdg3_births,1,Беларусь
3197,BTN,n_sdg3_births,1,Бутан
3198,CHN,n_sdg3_births,1,КНР
3199,DJI,n_sdg3_births,0,Джибути
3200,EGY,n_sdg3_births,0,Египет
3201,ERI,n_sdg3_births,0,Эритрея
3202,ETH,n_sdg3_births,0,Эфиопия
3203,HND,n_sdg3_births,0,Гондурас
3204,IND,n_sdg3_births,0,Индия
3205,IRN,n_sdg3_births,1,Иран
3206,IRQ,n_sdg3_births,0,Ирак
3207,JOR,n_sdg3_births,1,Иордания
3208,KAZ,n_sdg3_births,1,Казахстан
3209,KGZ,n_sdg3_births,1,Кыргызстан 
3210,KHM,n_sdg3_births,1,Камбоджа
3211,LAO,n_sdg3_births,0,Лаос
3212,LKA,n_sdg3_births,1,Шри-Ланка
3213,MMR,n_sdg3_births,0,Мьянма
3214,NIC,n_sdg3_births,0,Никарагуа
3215,PAK,n_sdg3_births,0,Пакистан
3216,PRK,n_sdg3_births,1,Корея (КНДР)
3217,RUS,n_sdg3_births,1,Россия
3218,RWA,n_sdg3_births,0,Руанда
3219,SAU,n_sdg3_births,1,Саудовская Аравия
3220,SDN,n_sdg3_births,0,Судан
3221,SYR,n_sdg3_births,0,Сирия
3222,TJK,n_sdg3_births,0,Таджикистан
3223,TKM,n_sdg3_births,1,Туркменистан
3224,UGA,n_sdg3_births,0,Уганда
3225,UZB,n_sdg3_births,1,Узбекистан
3226,VEN,n_sdg3_births,1,Венесуэла
3227,VNM,n_sdg3_births,0,Вьетнам
3228,YEM,n_sdg3_births,0,Йеменская Арабская Республика
3229,GTM,n_sdg3_births,0,Гватемала
3230,LBY,n_sdg3_births,1,Ливия
3231,SOM,n_sdg3_births,0,Сомали
3232,SLV,n_sdg3_births,1,Эль-Сальвадор
3233,OMN,n_sdg3_births,1,Оман
3234,COD,n_sdg3_births,0,Демократическая Республика Конго
3235,LBN,n_sdg3_births,1,Ливан
3236,CMR,n_sdg3_births,0,Камерун
3237,PER,n_sdg3_births,0,Перу
3238,TUN,n_sdg3_births,1,Тунис
3239,KWT,n_sdg3_births,1,Кувейт
3240,IDN,n_sdg3_births,0,Индонезия
3241,DZA,n_sdg3_births,1,Алжир
3242,BDI,n_sdg3_births,0,Бурунди
3243,MEX,n_sdg3_births,0,Мексика
3244,SGP,n_sdg3_births,1,Сингапур
3245,NGA,n_sdg3_births,0,Нигерия
3246,TGO,n_sdg3_births,0,Того
3247,MAR,n_sdg3_births,0,Марокко
3248,MLI,n_sdg3_births,0,Мали
3249,GNQ,n_sdg3_births,0,Экватор. Гвинея
3250,KEN,n_sdg3_births,0,Кения
3251,PHL,n_sdg3_births,0,Филиппины
3252,COL,n_sdg3_births,0,Колумбия
3253,GEO,n_sdg3_births,1,Грузия
3254,MDG,n_sdg3_births,0,Мадагаскар
3255,ISR,n_sdg3_births,0,Израиль
3256,SSD,n_sdg3_births,0,Южный Судан
3257,TCD,n_sdg3_births,0,Чад
3258,LSO,n_sdg3_births,0,Лесото
3259,ZWE,n_sdg3_births,0,Зимбабве
3260,BFA,n_sdg3_births,0,Буркина-Фасо
3261,GIN,n_sdg3_births,0,Гвинея
3262,MNG,n_sdg3_births,1,Монголия
3263,MOZ,n_sdg3_births,0,Мозамбик
3264,AGO,n_sdg3_births,0,Ангола
3265,SWZ,n_sdg3_births,0,Свазиленд
3266,BRN,n_sdg3_births,1,Бруней
3267,SRB,n_sdg3_births,1,Сербия
3268,TZA,n_sdg3_births,0,Танзания
3269,ECU,n_sdg3_births,0,Эквадор
3270,BOL,n_sdg3_births,0,Боливия
3271,BEN,n_sdg3_births,0,Бенин
3272,NPL,n_sdg3_births,0,Непал
3273,GRC,n_sdg3_births,1,Греция
3274,MYS,n_sdg3_births,1,Малайзия
3275,ARG,n_sdg3_births,1,Аргентина
3276,BIH,n_sdg3_births,1,Босния и Герцеговина
3277,THA,n_sdg3_births,1,Таиланд
3278,PRY,n_sdg3_births,0,Парагвай
3279,NER,n_sdg3_births,0,Нигер
3280,ZMB,n_sdg3_births,0,Замбия
3281,BWA,n_sdg3_births,1,Ботсвана
3282,ALB,n_sdg3_births,1,Албания
3283,QAT,n_sdg3_births,1,Катар
3284,CYP,n_sdg3_births,1,Кипр
3285,MWI,n_sdg3_births,0,Малави
3286,SEN,n_sdg3_births,0,Сенегал
3287,CAF,n_sdg3_births,0,Центр.Афр.Респуб.
3288,COG,n_sdg3_births,0,Республика Конго
3289,BGR,n_sdg3_births,0,Болгария
3290,CHL,n_sdg3_births,1,Чили
3291,HUN,n_sdg3_births,1,Венгрия
3292,MLT,n_sdg3_births,1,Мальта
3293,JPN,n_sdg3_births,1,Япония
3294,CIV,n_sdg3_births,0,Кот Д'Ивуар
3295,BRA,n_sdg3_births,1,Бразилия
3296,UKR,n_sdg3_births,1,Украина
3297,KOR,n_sdg3_births,1,Корея, Республика
3298,HRV,n_sdg3_births,1,Хорватия
3299,URY,n_sdg3_births,1,Уругвай
3300,GMB,n_sdg3_births,0,Гамбия
3301,USA,n_sdg3_births,1,США
3302,SLE,n_sdg3_births,0,Сьерра-Леоне
3303,ROU,n_sdg3_births,0,Румыния
3304,LBR,n_sdg3_births,0,Либерия
3305,PAN,n_sdg3_births,0,Панама
3306,GHA,n_sdg3_births,0,Гана
3307,MRT,n_sdg3_births,0,Мавритания
3308,ITA,n_sdg3_births,1,Италия
3309,MKD,n_sdg3_births,1,Северная Македония
3310,GAB,n_sdg3_births,0,Габон
3311,SVK,n_sdg3_births,1,Словакия
3312,MNE,n_sdg3_births,1,Черногория
3313,CRI,n_sdg3_births,1,Коста-Рика
3314,MDA,n_sdg3_births,1,Молдова, Республика
3315,ARM,n_sdg3_births,1,Армения
3316,SVN,n_sdg3_births,1,Словения
3317,POL,n_sdg3_births,1,Польша
3318,AUS,n_sdg3_births,1,Австралия
3319,NAM,n_sdg3_births,0,Намибия
3320,ZAF,n_sdg3_births,0,Южно-Африканская Республика
3321,FRA,n_sdg3_births,0,Монако
3322,ESP,n_sdg3_births,1,Испания
3323,AUT,n_sdg3_births,1,Австрия
3324,CAN,n_sdg3_births,0,Канада
3325,GBR,n_sdg3_births,0,Великобритания
3326,BEL,n_sdg3_births,0,Бельгия
3327,ISL,n_sdg3_births,0,Исландия
3328,NZL,n_sdg3_births,0,Новая Зеландия
3329,LVA,n_sdg3_births,1,Латвия
3330,LTU,n_sdg3_births,1,Литва
3331,TUR,n_sdg3_births,0,Турция
3332,LUX,n_sdg3_births,1,Люксембург
3333,DEU,n_sdg3_births,0,Германия
3334,CZE,n_sdg3_births,1,Чешская Республика
3335,CHE,n_sdg3_births,0,Швейцария
3336,PRT,n_sdg3_births,0,Португалия
3337,IRL,n_sdg3_births,1,Ирландия
3338,DNK,n_sdg3_births,0,Дания
3339,FIN,n_sdg3_births,1,Финляндия
3340,EST,n_sdg3_births,1,Эстония
3341,NLD,n_sdg3_births,0,Нидерланды
3342,NOR,n_sdg3_births,1,Норвегия
3343,SWE,n_sdg3_births,0,Швеция
3344,AFG,n_sdg3_vac,0,Афганистан
3345,ARE,n_sdg3_vac,1,ОАЭ
3346,AZE,n_sdg3_vac,0,Азербайджан
3347,BGD,n_sdg3_vac,1,Бангладеш
3348,BLR,n_sdg3_vac,1,Беларусь
3349,BTN,n_sdg3_vac,1,Бутан
3350,CHN,n_sdg3_vac,1,КНР
3351,DJI,n_sdg3_vac,0,Джибути
3352,EGY,n_sdg3_vac,1,Египет
3353,ERI,n_sdg3_vac,1,Эритрея
3354,ETH,n_sdg3_vac,0,Эфиопия
3355,HND,n_sdg3_vac,0,Гондурас
3356,IND,n_sdg3_vac,1,Индия
3357,IRN,n_sdg3_vac,1,Иран
3358,IRQ,n_sdg3_vac,1,Ирак
3359,JOR,n_sdg3_vac,1,Иордания
3360,KAZ,n_sdg3_vac,1,Казахстан
3361,KGZ,n_sdg3_vac,0,Кыргызстан 
3362,KHM,n_sdg3_vac,0,Камбоджа
3363,LAO,n_sdg3_vac,0,Лаос
3364,LKA,n_sdg3_vac,1,Шри-Ланка
3365,MMR,n_sdg3_vac,0,Мьянма
3366,NIC,n_sdg3_vac,0,Никарагуа
3367,PAK,n_sdg3_vac,0,Пакистан
3368,PRK,n_sdg3_vac,0,Корея (КНДР)
3369,RUS,n_sdg3_vac,1,Россия
3370,RWA,n_sdg3_vac,1,Руанда
3371,SAU,n_sdg3_vac,1,Саудовская Аравия
3372,SDN,n_sdg3_vac,0,Судан
3373,SYR,n_sdg3_vac,0,Сирия
3374,TJK,n_sdg3_vac,1,Таджикистан
3375,TKM,n_sdg3_vac,1,Туркменистан
3376,UGA,n_sdg3_vac,1,Уганда
3377,UZB,n_sdg3_vac,1,Узбекистан
3378,VEN,n_sdg3_vac,0,Венесуэла
3379,VNM,n_sdg3_vac,0,Вьетнам
3380,YEM,n_sdg3_vac,0,Йеменская Арабская Республика
3381,GTM,n_sdg3_vac,0,Гватемала
3382,LBY,n_sdg3_vac,0,Ливия
3383,SOM,n_sdg3_vac,0,Сомали
3384,SLV,n_sdg3_vac,1,Эль-Сальвадор
3385,OMN,n_sdg3_vac,1,Оман
3386,COD,n_sdg3_vac,0,Демократическая Республика Конго
3387,LBN,n_sdg3_vac,0,Ливан
3388,CMR,n_sdg3_vac,0,Камерун
3389,PER,n_sdg3_vac,0,Перу
3390,TUN,n_sdg3_vac,1,Тунис
3391,KWT,n_sdg3_vac,1,Кувейт
3392,IDN,n_sdg3_vac,0,Индонезия
3393,DZA,n_sdg3_vac,1,Алжир
3394,BDI,n_sdg3_vac,0,Бурунди
3395,MEX,n_sdg3_vac,0,Мексика
3396,SGP,n_sdg3_vac,1,Сингапур
3397,NGA,n_sdg3_vac,0,Нигерия
3398,TGO,n_sdg3_vac,0,Того
3399,MAR,n_sdg3_vac,1,Марокко
3400,MLI,n_sdg3_vac,0,Мали
3401,GNQ,n_sdg3_vac,0,Экватор. Гвинея
3402,KEN,n_sdg3_vac,1,Кения
3403,PHL,n_sdg3_vac,0,Филиппины
3404,COL,n_sdg3_vac,1,Колумбия
3405,GEO,n_sdg3_vac,0,Грузия
3406,MDG,n_sdg3_vac,0,Мадагаскар
3407,ISR,n_sdg3_vac,1,Израиль
3408,SSD,n_sdg3_vac,0,Южный Судан
3409,TCD,n_sdg3_vac,0,Чад
3410,LSO,n_sdg3_vac,0,Лесото
3411,ZWE,n_sdg3_vac,1,Зимбабве
3412,BFA,n_sdg3_vac,1,Буркина-Фасо
3413,GIN,n_sdg3_vac,0,Гвинея
3414,MNG,n_sdg3_vac,1,Монголия
3415,MOZ,n_sdg3_vac,0,Мозамбик
3416,AGO,n_sdg3_vac,0,Ангола
3417,SWZ,n_sdg3_vac,0,Свазиленд
3418,BRN,n_sdg3_vac,1,Бруней
3419,SRB,n_sdg3_vac,0,Сербия
3420,TZA,n_sdg3_vac,1,Танзания
3421,ECU,n_sdg3_vac,0,Эквадор
3422,BOL,n_sdg3_vac,0,Боливия
3423,BEN,n_sdg3_vac,0,Бенин
3424,NPL,n_sdg3_vac,1,Непал
3425,GRC,n_sdg3_vac,1,Греция
3426,MYS,n_sdg3_vac,1,Малайзия
3427,ARG,n_sdg3_vac,0,Аргентина
3428,BIH,n_sdg3_vac,0,Босния и Герцеговина
3429,THA,n_sdg3_vac,1,Таиланд
3430,PRY,n_sdg3_vac,0,Парагвай
3431,NER,n_sdg3_vac,0,Нигер
3432,ZMB,n_sdg3_vac,0,Замбия
3433,BWA,n_sdg3_vac,1,Ботсвана
3434,ALB,n_sdg3_vac,0,Албания
3435,QAT,n_sdg3_vac,1,Катар
3436,CYP,n_sdg3_vac,0,Кипр
3437,MWI,n_sdg3_vac,0,Малави
3438,SEN,n_sdg3_vac,0,Сенегал
3439,CAF,n_sdg3_vac,0,Центр.Афр.Респуб.
3440,COG,n_sdg3_vac,0,Республика Конго
3441,BGR,n_sdg3_vac,1,Болгария
3442,CHL,n_sdg3_vac,1,Чили
3443,HUN,n_sdg3_vac,1,Венгрия
3444,MLT,n_sdg3_vac,1,Мальта
3445,JPN,n_sdg3_vac,1,Япония
3446,CIV,n_sdg3_vac,0,Кот Д'Ивуар
3447,BRA,n_sdg3_vac,0,Бразилия
3448,UKR,n_sdg3_vac,0,Украина
3449,KOR,n_sdg3_vac,1,Корея, Республика
3450,HRV,n_sdg3_vac,1,Хорватия
3451,URY,n_sdg3_vac,1,Уругвай
3452,GMB,n_sdg3_vac,0,Гамбия
3453,USA,n_sdg3_vac,1,США
3454,SLE,n_sdg3_vac,1,Сьерра-Леоне
3455,ROU,n_sdg3_vac,0,Румыния
3456,LBR,n_sdg3_vac,0,Либерия
3457,PAN,n_sdg3_vac,0,Панама
3458,GHA,n_sdg3_vac,1,Гана
3459,MRT,n_sdg3_vac,1,Мавритания
3460,ITA,n_sdg3_vac,1,Италия
3461,MKD,n_sdg3_vac,0,Северная Македония
3462,GAB,n_sdg3_vac,0,Габон
3463,SVK,n_sdg3_vac,1,Словакия
3464,MNE,n_sdg3_vac,0,Черногория
3465,CRI,n_sdg3_vac,1,Коста-Рика
3466,MDA,n_sdg3_vac,0,Молдова, Республика
3467,ARM,n_sdg3_vac,1,Армения
3468,SVN,n_sdg3_vac,0,Словения
3469,POL,n_sdg3_vac,1,Польша
3470,AUS,n_sdg3_vac,1,Австралия
3471,NAM,n_sdg3_vac,0,Намибия
3472,ZAF,n_sdg3_vac,0,Южно-Африканская Республика
3473,FRA,n_sdg3_vac,1,Монако
3474,ESP,n_sdg3_vac,1,Испания
3475,AUT,n_sdg3_vac,0,Австрия
3476,CAN,n_sdg3_vac,1,Канада
3477,GBR,n_sdg3_vac,1,Великобритания
3478,BEL,n_sdg3_vac,1,Бельгия
3479,ISL,n_sdg3_vac,1,Исландия
3480,NZL,n_sdg3_vac,0,Новая Зеландия
3481,LVA,n_sdg3_vac,1,Латвия
3482,LTU,n_sdg3_vac,0,Литва
3483,TUR,n_sdg3_vac,1,Турция
3484,LUX,n_sdg3_vac,1,Люксембург
3485,DEU,n_sdg3_vac,1,Германия
3486,CZE,n_sdg3_vac,0,Чешская Республика
3487,CHE,n_sdg3_vac,1,Швейцария
3488,PRT,n_sdg3_vac,1,Португалия
3489,IRL,n_sdg3_vac,0,Ирландия
3490,DNK,n_sdg3_vac,1,Дания
3491,FIN,n_sdg3_vac,1,Финляндия
3492,EST,n_sdg3_vac,0,Эстония
3493,NLD,n_sdg3_vac,0,Нидерланды
3494,NOR,n_sdg3_vac,1,Норвегия
3495,SWE,n_sdg3_vac,1,Швеция
3496,AFG,n_sdg3_uhc,0,Афганистан
3497,ARE,n_sdg3_uhc,1,ОАЭ
3498,AZE,n_sdg3_uhc,0,Азербайджан
3499,BGD,n_sdg3_uhc,0,Бангладеш
3500,BLR,n_sdg3_uhc,0,Беларусь
3501,BTN,n_sdg3_uhc,0,Бутан
3502,CHN,n_sdg3_uhc,1,КНР
3503,DJI,n_sdg3_uhc,0,Джибути
3504,EGY,n_sdg3_uhc,0,Египет
3505,ERI,n_sdg3_uhc,0,Эритрея
3506,ETH,n_sdg3_uhc,0,Эфиопия
3507,HND,n_sdg3_uhc,0,Гондурас
3508,IND,n_sdg3_uhc,0,Индия
3509,IRN,n_sdg3_uhc,0,Иран
3510,IRQ,n_sdg3_uhc,0,Ирак
3511,JOR,n_sdg3_uhc,0,Иордания
3512,KAZ,n_sdg3_uhc,1,Казахстан
3513,KGZ,n_sdg3_uhc,0,Кыргызстан 
3514,KHM,n_sdg3_uhc,0,Камбоджа
3515,LAO,n_sdg3_uhc,0,Лаос
3516,LKA,n_sdg3_uhc,0,Шри-Ланка
3517,MMR,n_sdg3_uhc,0,Мьянма
3518,NIC,n_sdg3_uhc,0,Никарагуа
3519,PAK,n_sdg3_uhc,0,Пакистан
3520,PRK,n_sdg3_uhc,0,Корея (КНДР)
3521,RUS,n_sdg3_uhc,0,Россия
3522,RWA,n_sdg3_uhc,0,Руанда
3523,SAU,n_sdg3_uhc,0,Саудовская Аравия
3524,SDN,n_sdg3_uhc,0,Судан
3525,SYR,n_sdg3_uhc,0,Сирия
3526,TJK,n_sdg3_uhc,0,Таджикистан
