,id,indicator,m_cp,Название на русском
7738,LTU,n_sdg9_intuse,1,Литва
7739,TUR,n_sdg9_intuse,1,Турция
7740,LUX,n_sdg9_intuse,1,Люксембург
7741,DEU,n_sdg9_intuse,1,Германия
7742,CZE,n_sdg9_intuse,1,Чешская Республика
7743,CHE,n_sdg9_intuse,1,Швейцария
7744,PRT,n_sdg9_intuse,1,Португалия
7745,IRL,n_sdg9_intuse,1,Ирландия
7746,DNK,n_sdg9_intuse,1,Дания
7747,FIN,n_sdg9_intuse,1,Финляндия
7748,EST,n_sdg9_intuse,1,Эстония
7749,NLD,n_sdg9_intuse,1,Нидерланды
7750,NOR,n_sdg9_intuse,1,Норвегия
7751,SWE,n_sdg9_intuse,1,Швеция
7752,AFG,n_sdg9_mobuse,0,Афганистан
7753,ARE,n_sdg9_mobuse,1,ОАЭ
7754,AZE,n_sdg9_mobuse,1,Азербайджан
7755,BGD,n_sdg9_mobuse,0,Бангладеш
7756,BLR,n_sdg9_mobuse,1,Беларусь
7757,BTN,n_sdg9_mobuse,1,Бутан
7758,CHN,n_sdg9_mobuse,1,КНР
7759,DJI,n_sdg9_mobuse,0,Джибути
7760,EGY,n_sdg9_mobuse,0,Египет
7761,ERI,n_sdg9_mobuse,0,Эритрея
7762,ETH,n_sdg9_mobuse,0,Эфиопия
7763,HND,n_sdg9_mobuse,0,Гондурас
7764,IND,n_sdg9_mobuse,0,Индия
7765,IRN,n_sdg9_mobuse,1,Иран
7766,IRQ,n_sdg9_mobuse,0,Ирак
7767,JOR,n_sdg9_mobuse,0,Иордания
7768,KAZ,n_sdg9_mobuse,1,Казахстан
7769,KGZ,n_sdg9_mobuse,1,Кыргызстан 
7770,KHM,n_sdg9_mobuse,1,Камбоджа
7771,LAO,n_sdg9_mobuse,0,Лаос
7772,LKA,n_sdg9_mobuse,0,Шри-Ланка
7773,MMR,n_sdg9_mobuse,1,Мьянма
7774,NIC,n_sdg9_mobuse,0,Никарагуа
7775,PAK,n_sdg9_mobuse,0,Пакистан
7776,PRK,n_sdg9_mobuse,0,Корея (КНДР)
7777,RUS,n_sdg9_mobuse,1,Россия
7778,RWA,n_sdg9_mobuse,0,Руанда
7779,SAU,n_sdg9_mobuse,1,Саудовская Аравия
7780,SDN,n_sdg9_mobuse,0,Судан
7781,SYR,n_sdg9_mobuse,0,Сирия
7782,TJK,n_sdg9_mobuse,0,Таджикистан
7783,TKM,n_sdg9_mobuse,0,Туркменистан
7784,UGA,n_sdg9_mobuse,0,Уганда
7785,UZB,n_sdg9_mobuse,1,Узбекистан
7786,VEN,n_sdg9_mobuse,0,Венесуэла
7787,VNM,n_sdg9_mobuse,1,Вьетнам
7788,YEM,n_sdg9_mobuse,0,Йеменская Арабская Республика
7789,GTM,n_sdg9_mobuse,0,Гватемала
7790,LBY,n_sdg9_mobuse,1,Ливия
7791,SOM,n_sdg9_mobuse,0,Сомали
7792,SLV,n_sdg9_mobuse,0,Эль-Сальвадор
7793,OMN,n_sdg9_mobuse,1,Оман
7794,COD,n_sdg9_mobuse,0,Демократическая Республика Конго
7795,LBN,n_sdg9_mobuse,1,Ливан
7796,CMR,n_sdg9_mobuse,0,Камерун
7797,PER,n_sdg9_mobuse,1,Перу
7798,TUN,n_sdg9_mobuse,1,Тунис
7799,KWT,n_sdg9_mobuse,1,Кувейт
7800,IDN,n_sdg9_mobuse,1,Индонезия
7801,DZA,n_sdg9_mobuse,1,Алжир
7802,BDI,n_sdg9_mobuse,0,Бурунди
7803,MEX,n_sdg9_mobuse,1,Мексика
7804,SGP,n_sdg9_mobuse,1,Сингапур
7805,NGA,n_sdg9_mobuse,0,Нигерия
7806,TGO,n_sdg9_mobuse,0,Того
7807,MAR,n_sdg9_mobuse,1,Марокко
7808,MLI,n_sdg9_mobuse,0,Мали
7809,GNQ,n_sdg9_mobuse,0,Экватор. Гвинея
7810,KEN,n_sdg9_mobuse,0,Кения
7811,PHL,n_sdg9_mobuse,0,Филиппины
7812,COL,n_sdg9_mobuse,1,Колумбия
7813,GEO,n_sdg9_mobuse,1,Грузия
7814,MDG,n_sdg9_mobuse,0,Мадагаскар
7815,ISR,n_sdg9_mobuse,1,Израиль
7816,SSD,n_sdg9_mobuse,0,Южный Судан
7817,TCD,n_sdg9_mobuse,0,Чад
7818,LSO,n_sdg9_mobuse,0,Лесото
7819,ZWE,n_sdg9_mobuse,0,Зимбабве
7820,BFA,n_sdg9_mobuse,1,Буркина-Фасо
7821,GIN,n_sdg9_mobuse,0,Гвинея
7822,MNG,n_sdg9_mobuse,1,Монголия
7823,MOZ,n_sdg9_mobuse,0,Мозамбик
7824,AGO,n_sdg9_mobuse,0,Ангола
7825,SWZ,n_sdg9_mobuse,1,Свазиленд
7826,BRN,n_sdg9_mobuse,1,Бруней
7827,SRB,n_sdg9_mobuse,1,Сербия
7828,TZA,n_sdg9_mobuse,0,Танзания
7829,ECU,n_sdg9_mobuse,0,Эквадор
7830,BOL,n_sdg9_mobuse,1,Боливия
7831,BEN,n_sdg9_mobuse,0,Бенин
7832,NPL,n_sdg9_mobuse,1,Непал
7833,GRC,n_sdg9_mobuse,1,Греция
7834,MYS,n_sdg9_mobuse,1,Малайзия
7835,ARG,n_sdg9_mobuse,1,Аргентина
7836,BIH,n_sdg9_mobuse,0,Босния и Герцеговина
7837,THA,n_sdg9_mobuse,1,Таиланд
7838,PRY,n_sdg9_mobuse,0,Парагвай
7839,NER,n_sdg9_mobuse,0,Нигер
7840,ZMB,n_sdg9_mobuse,0,Замбия
7841,BWA,n_sdg9_mobuse,1,Ботсвана
7842,ALB,n_sdg9_mobuse,0,Албания
7843,QAT,n_sdg9_mobuse,1,Катар
7844,CYP,n_sdg9_mobuse,1,Кипр
7845,MWI,n_sdg9_mobuse,0,Малави
7846,SEN,n_sdg9_mobuse,1,Сенегал
7847,CAF,n_sdg9_mobuse,0,Центр.Афр.Респуб.
7848,COG,n_sdg9_mobuse,0,Республика Конго
7849,BGR,n_sdg9_mobuse,1,Болгария
7850,CHL,n_sdg9_mobuse,1,Чили
7851,HUN,n_sdg9_mobuse,1,Венгрия
7852,MLT,n_sdg9_mobuse,1,Мальта
7853,JPN,n_sdg9_mobuse,1,Япония
7854,CIV,n_sdg9_mobuse,1,Кот Д'Ивуар
7855,BRA,n_sdg9_mobuse,1,Бразилия
7856,UKR,n_sdg9_mobuse,1,Украина
7857,KOR,n_sdg9_mobuse,1,Корея, Республика
7858,HRV,n_sdg9_mobuse,1,Хорватия
7859,URY,n_sdg9_mobuse,1,Уругвай
7860,GMB,n_sdg9_mobuse,0,Гамбия
7861,USA,n_sdg9_mobuse,1,США
7862,SLE,n_sdg9_mobuse,0,Сьерра-Леоне
7863,ROU,n_sdg9_mobuse,1,Румыния
7864,LBR,n_sdg9_mobuse,0,Либерия
7865,PAN,n_sdg9_mobuse,1,Панама
7866,GHA,n_sdg9_mobuse,0,Гана
7867,MRT,n_sdg9_mobuse,0,Мавритания
7868,ITA,n_sdg9_mobuse,1,Италия
7869,MKD,n_sdg9_mobuse,1,Северная Македония
7870,GAB,n_sdg9_mobuse,1,Габон
7871,SVK,n_sdg9_mobuse,1,Словакия
7872,MNE,n_sdg9_mobuse,1,Черногория
7873,CRI,n_sdg9_mobuse,1,Коста-Рика
7874,MDA,n_sdg9_mobuse,1,Молдова, Республика
7875,ARM,n_sdg9_mobuse,1,Армения
7876,SVN,n_sdg9_mobuse,1,Словения
7877,POL,n_sdg9_mobuse,1,Польша
7878,AUS,n_sdg9_mobuse,1,Австралия
7879,NAM,n_sdg9_mobuse,0,Намибия
7880,ZAF,n_sdg9_mobuse,1,Южно-Африканская Республика
7881,FRA,n_sdg9_mobuse,1,Монако
7882,ESP,n_sdg9_mobuse,1,Испания
7883,AUT,n_sdg9_mobuse,1,Австрия
7884,CAN,n_sdg9_mobuse,1,Канада
7885,GBR,n_sdg9_mobuse,1,Великобритания
7886,BEL,n_sdg9_mobuse,1,Бельгия
7887,ISL,n_sdg9_mobuse,1,Исландия
7888,NZL,n_sdg9_mobuse,1,Новая Зеландия
7889,LVA,n_sdg9_mobuse,1,Латвия
7890,LTU,n_sdg9_mobuse,1,Литва
7891,TUR,n_sdg9_mobuse,1,Турция
7892,LUX,n_sdg9_mobuse,1,Люксембург
7893,DEU,n_sdg9_mobuse,1,Германия
7894,CZE,n_sdg9_mobuse,1,Чешская Республика
7895,CHE,n_sdg9_mobuse,1,Швейцария
7896,PRT,n_sdg9_mobuse,1,Португалия
7897,IRL,n_sdg9_mobuse,1,Ирландия
7898,DNK,n_sdg9_mobuse,1,Дания
7899,FIN,n_sdg9_mobuse,1,Финляндия
7900,EST,n_sdg9_mobuse,1,Эстония
7901,NLD,n_sdg9_mobuse,1,Нидерланды
7902,NOR,n_sdg9_mobuse,1,Норвегия
7903,SWE,n_sdg9_mobuse,1,Швеция
7904,AFG,n_sdg9_lpi,0,Афганистан
7905,ARE,n_sdg9_lpi,1,ОАЭ
7906,AZE,n_sdg9_lpi,0,Азербайджан
7907,BGD,n_sdg9_lpi,0,Бангладеш
7908,BLR,n_sdg9_lpi,0,Беларусь
7909,BTN,n_sdg9_lpi,0,Бутан
7910,CHN,n_sdg9_lpi,1,КНР
7911,DJI,n_sdg9_lpi,0,Джибути
7912,EGY,n_sdg9_lpi,0,Египет
7913,ERI,n_sdg9_lpi,0,Эритрея
7914,ETH,n_sdg9_lpi,0,Эфиопия
7915,HND,n_sdg9_lpi,0,Гондурас
7916,IND,n_sdg9_lpi,1,Индия
7917,IRN,n_sdg9_lpi,0,Иран
7918,IRQ,n_sdg9_lpi,0,Ирак
7919,JOR,n_sdg9_lpi,0,Иордания
7920,KAZ,n_sdg9_lpi,0,Казахстан
7921,KGZ,n_sdg9_lpi,0,Кыргызстан 
7922,KHM,n_sdg9_lpi,0,Камбоджа
7923,LAO,n_sdg9_lpi,0,Лаос
7924,LKA,n_sdg9_lpi,0,Шри-Ланка
7925,MMR,n_sdg9_lpi,0,Мьянма
7926,NIC,n_sdg9_lpi,0,Никарагуа
7927,PAK,n_sdg9_lpi,0,Пакистан
7928,PRK,n_sdg9_lpi,0,Корея (КНДР)
7929,RUS,n_sdg9_lpi,0,Россия
7930,RWA,n_sdg9_lpi,0,Руанда
7931,SAU,n_sdg9_lpi,1,Саудовская Аравия
7932,SDN,n_sdg9_lpi,0,Судан
7933,SYR,n_sdg9_lpi,0,Сирия
7934,TJK,n_sdg9_lpi,0,Таджикистан
7935,TKM,n_sdg9_lpi,0,Туркменистан
7936,UGA,n_sdg9_lpi,0,Уганда
7937,UZB,n_sdg9_lpi,0,Узбекистан
7938,VEN,n_sdg9_lpi,0,Венесуэла
7939,VNM,n_sdg9_lpi,1,Вьетнам
7940,YEM,n_sdg9_lpi,0,Йеменская Арабская Республика
7941,GTM,n_sdg9_lpi,0,Гватемала
7942,LBY,n_sdg9_lpi,0,Ливия
7943,SOM,n_sdg9_lpi,0,Сомали
7944,SLV,n_sdg9_lpi,0,Эль-Сальвадор
7945,OMN,n_sdg9_lpi,1,Оман
7946,COD,n_sdg9_lpi,0,Демократическая Республика Конго
7947,LBN,n_sdg9_lpi,0,Ливан
7948,CMR,n_sdg9_lpi,0,Камерун
7949,PER,n_sdg9_lpi,0,Перу
7950,TUN,n_sdg9_lpi,0,Тунис
7951,KWT,n_sdg9_lpi,1,Кувейт
7952,IDN,n_sdg9_lpi,0,Индонезия
7953,DZA,n_sdg9_lpi,0,Алжир
7954,BDI,n_sdg9_lpi,0,Бурунди
7955,MEX,n_sdg9_lpi,0,Мексика
7956,SGP,n_sdg9_lpi,1,Сингапур
7957,NGA,n_sdg9_lpi,0,Нигерия
7958,TGO,n_sdg9_lpi,0,Того
7959,MAR,n_sdg9_lpi,0,Марокко
7960,MLI,n_sdg9_lpi,0,Мали
7961,GNQ,n_sdg9_lpi,0,Экватор. Гвинея
7962,KEN,n_sdg9_lpi,0,Кения
7963,PHL,n_sdg9_lpi,1,Филиппины
7964,COL,n_sdg9_lpi,0,Колумбия
7965,GEO,n_sdg9_lpi,0,Грузия
7966,MDG,n_sdg9_lpi,0,Мадагаскар
7967,ISR,n_sdg9_lpi,1,Израиль
7968,SSD,n_sdg9_lpi,0,Южный Судан
7969,TCD,n_sdg9_lpi,0,Чад
7970,LSO,n_sdg9_lpi,0,Лесото
7971,ZWE,n_sdg9_lpi,0,Зимбабве
7972,BFA,n_sdg9_lpi,0,Буркина-Фасо
7973,GIN,n_sdg9_lpi,0,Гвинея
7974,MNG,n_sdg9_lpi,0,Монголия
7975,MOZ,n_sdg9_lpi,0,Мозамбик
7976,AGO,n_sdg9_lpi,0,Ангола
7977,SWZ,n_sdg9_lpi,0,Свазиленд
7978,BRN,n_sdg9_lpi,0,Бруней
7979,SRB,n_sdg9_lpi,0,Сербия
7980,TZA,n_sdg9_lpi,0,Танзания
7981,ECU,n_sdg9_lpi,0,Эквадор
7982,BOL,n_sdg9_lpi,0,Боливия
7983,BEN,n_sdg9_lpi,0,Бенин
7984,NPL,n_sdg9_lpi,0,Непал
7985,GRC,n_sdg9_lpi,1,Греция
7986,MYS,n_sdg9_lpi,1,Малайзия
7987,ARG,n_sdg9_lpi,0,Аргентина
7988,BIH,n_sdg9_lpi,0,Босния и Герцеговина
7989,THA,n_sdg9_lpi,1,Таиланд
7990,PRY,n_sdg9_lpi,0,Парагвай
7991,NER,n_sdg9_lpi,0,Нигер
7992,ZMB,n_sdg9_lpi,0,Замбия
7993,BWA,n_sdg9_lpi,1,Ботсвана
7994,ALB,n_sdg9_lpi,0,Албания
7995,QAT,n_sdg9_lpi,1,Катар
7996,CYP,n_sdg9_lpi,0,Кипр
7997,MWI,n_sdg9_lpi,0,Малави
7998,SEN,n_sdg9_lpi,0,Сенегал
7999,CAF,n_sdg9_lpi,0,Центр.Афр.Респуб.
8000,COG,n_sdg9_lpi,0,Республика Конго
8001,BGR,n_sdg9_lpi,1,Болгария
8002,CHL,n_sdg9_lpi,0,Чили
8003,HUN,n_sdg9_lpi,1,Венгрия
8004,MLT,n_sdg9_lpi,1,Мальта
8005,JPN,n_sdg9_lpi,1,Япония
8006,CIV,n_sdg9_lpi,0,Кот Д'Ивуар
8007,BRA,n_sdg9_lpi,1,Бразилия
8008,UKR,n_sdg9_lpi,0,Украина
8009,KOR,n_sdg9_lpi,1,Корея, Республика
8010,HRV,n_sdg9_lpi,0,Хорватия
8011,URY,n_sdg9_lpi,0,Уругвай
8012,GMB,n_sdg9_lpi,0,Гамбия
8013,USA,n_sdg9_lpi,1,США
8014,SLE,n_sdg9_lpi,0,Сьерра-Леоне
8015,ROU,n_sdg9_lpi,0,Румыния
8016,LBR,n_sdg9_lpi,0,Либерия
8017,PAN,n_sdg9_lpi,1,Панама
8018,GHA,n_sdg9_lpi,0,Гана
8019,MRT,n_sdg9_lpi,0,Мавритания
8020,ITA,n_sdg9_lpi,1,Италия
8021,MKD,n_sdg9_lpi,0,Северная Македония
8022,GAB,n_sdg9_lpi,0,Габон
8023,SVK,n_sdg9_lpi,1,Словакия
8024,MNE,n_sdg9_lpi,0,Черногория
8025,CRI,n_sdg9_lpi,0,Коста-Рика
8026,MDA,n_sdg9_lpi,0,Молдова, Республика
8027,ARM,n_sdg9_lpi,0,Армения
8028,SVN,n_sdg9_lpi,1,Словения
8029,POL,n_sdg9_lpi,1,Польша
8030,AUS,n_sdg9_lpi,1,Австралия
8031,NAM,n_sdg9_lpi,0,Намибия
8032,ZAF,n_sdg9_lpi,1,Южно-Африканская Республика
8033,FRA,n_sdg9_lpi,1,Монако
8034,ESP,n_sdg9_lpi,1,Испания
8035,AUT,n_sdg9_lpi,1,Австрия
8036,CAN,n_sdg9_lpi,1,Канада
8037,GBR,n_sdg9_lpi,1,Великобритания
8038,BEL,n_sdg9_lpi,1,Бельгия
8039,ISL,n_sdg9_lpi,1,Исландия
8040,NZL,n_sdg9_lpi,1,Новая Зеландия
8041,LVA,n_sdg9_lpi,1,Латвия
8042,LTU,n_sdg9_lpi,1,Литва
8043,TUR,n_sdg9_lpi,1,Турция
8044,LUX,n_sdg9_lpi,1,Люксембург
8045,DEU,n_sdg9_lpi,1,Германия
8046,CZE,n_sdg9_lpi,0,Чешская Республика
8047,CHE,n_sdg9_lpi,1,Швейцария
8048,PRT,n_sdg9_lpi,1,Португалия
8049,IRL,n_sdg9_lpi,1,Ирландия
8050,DNK,n_sdg9_lpi,1,Дания
8051,FIN,n_sdg9_lpi,1,Финляндия
8052,EST,n_sdg9_lpi,1,Эстония
8053,NLD,n_sdg9_lpi,1,Нидерланды
8054,NOR,n_sdg9_lpi,1,Норвегия
8055,SWE,n_sdg9_lpi,1,Швеция
8056,AFG,n_sdg9_uni,0,Афганистан
8057,ARE,n_sdg9_uni,1,ОАЭ
8058,AZE,n_sdg9_uni,0,Азербайджан
8059,BGD,n_sdg9_uni,1,Бангладеш
8060,BLR,n_sdg9_uni,0,Беларусь
8061,BTN,n_sdg9_uni,0,Бутан
8062,CHN,n_sdg9_uni,1,КНР
8063,DJI,n_sdg9_uni,0,Джибути
8064,EGY,n_sdg9_uni,1,Египет
8065,ERI,n_sdg9_uni,0,Эритрея
8066,ETH,n_sdg9_uni,0,Эфиопия
8067,HND,n_sdg9_uni,0,Гондурас
8068,IND,n_sdg9_uni,1,Индия
8069,IRN,n_sdg9_uni,1,Иран
8070,IRQ,n_sdg9_uni,1,Ирак
8071,JOR,n_sdg9_uni,1,Иордания
8072,KAZ,n_sdg9_uni,1,Казахстан
8073,KGZ,n_sdg9_uni,0,Кыргызстан 
8074,KHM,n_sdg9_uni,0,Камбоджа
8075,LAO,n_sdg9_uni,0,Лаос
8076,LKA,n_sdg9_uni,0,Шри-Ланка
8077,MMR,n_sdg9_uni,0,Мьянма
8078,NIC,n_sdg9_uni,0,Никарагуа
8079,PAK,n_sdg9_uni,1,Пакистан
8080,PRK,n_sdg9_uni,0,Корея (КНДР)
8081,RUS,n_sdg9_uni,1,Россия
8082,RWA,n_sdg9_uni,0,Руанда
8083,SAU,n_sdg9_uni,1,Саудовская Аравия
8084,SDN,n_sdg9_uni,0,Судан
8085,SYR,n_sdg9_uni,0,Сирия
8086,TJK,n_sdg9_uni,0,Таджикистан
8087,TKM,n_sdg9_uni,0,Туркменистан
8088,UGA,n_sdg9_uni,0,Уганда
8089,UZB,n_sdg9_uni,1,Узбекистан
8090,VEN,n_sdg9_uni,0,Венесуэла
8091,VNM,n_sdg9_uni,1,Вьетнам
8092,YEM,n_sdg9_uni,0,Йеменская Арабская Республика
8093,GTM,n_sdg9_uni,0,Гватемала
8094,LBY,n_sdg9_uni,0,Ливия
8095,SOM,n_sdg9_uni,0,Сомали
8096,SLV,n_sdg9_uni,0,Эль-Сальвадор
8097,OMN,n_sdg9_uni,1,Оман
8098,COD,n_sdg9_uni,0,Демократическая Республика Конго
8099,LBN,n_sdg9_uni,1,Ливан
8100,CMR,n_sdg9_uni,0,Камерун
8101,PER,n_sdg9_uni,0,Перу
8102,TUN,n_sdg9_uni,1,Тунис
8103,KWT,n_sdg9_uni,1,Кувейт
8104,IDN,n_sdg9_uni,1,Индонезия
8105,DZA,n_sdg9_uni,0,Алжир
8106,BDI,n_sdg9_uni,0,Бурунди
8107,MEX,n_sdg9_uni,1,Мексика
8108,SGP,n_sdg9_uni,1,Сингапур
8109,NGA,n_sdg9_uni,1,Нигерия
8110,TGO,n_sdg9_uni,0,Того
8111,MAR,n_sdg9_uni,1,Марокко
8112,MLI,n_sdg9_uni,0,Мали
8113,GNQ,n_sdg9_uni,0,Экватор. Гвинея
8114,KEN,n_sdg9_uni,0,Кения
8115,PHL,n_sdg9_uni,0,Филиппины
8116,COL,n_sdg9_uni,1,Колумбия
8117,GEO,n_sdg9_uni,0,Грузия
8118,MDG,n_sdg9_uni,0,Мадагаскар
8119,ISR,n_sdg9_uni,1,Израиль
8120,SSD,n_sdg9_uni,0,Южный Судан
8121,TCD,n_sdg9_uni,0,Чад
8122,LSO,n_sdg9_uni,0,Лесото
8123,ZWE,n_sdg9_uni,0,Зимбабве
8124,BFA,n_sdg9_uni,0,Буркина-Фасо
8125,GIN,n_sdg9_uni,0,Гвинея
8126,MNG,n_sdg9_uni,0,Монголия
8127,MOZ,n_sdg9_uni,0,Мозамбик
8128,AGO,n_sdg9_uni,0,Ангола
8129,SWZ,n_sdg9_uni,0,Свазиленд
8130,BRN,n_sdg9_uni,1,Бруней
8131,SRB,n_sdg9_uni,0,Сербия
8132,TZA,n_sdg9_uni,0,Танзания
8133,ECU,n_sdg9_uni,0,Эквадор
8134,BOL,n_sdg9_uni,0,Боливия
8135,BEN,n_sdg9_uni,0,Бенин
8136,NPL,n_sdg9_uni,0,Непал
8137,GRC,n_sdg9_uni,1,Греция
8138,MYS,n_sdg9_uni,1,Малайзия
8139,ARG,n_sdg9_uni,0,Аргентина
8140,BIH,n_sdg9_uni,0,Босния и Герцеговина
8141,THA,n_sdg9_uni,1,Таиланд
8142,PRY,n_sdg9_uni,0,Парагвай
8143,NER,n_sdg9_uni,0,Нигер
8144,ZMB,n_sdg9_uni,0,Замбия
8145,BWA,n_sdg9_uni,0,Ботсвана
8146,ALB,n_sdg9_uni,0,Албания
8147,QAT,n_sdg9_uni,1,Катар
8148,CYP,n_sdg9_uni,1,Кипр
8149,MWI,n_sdg9_uni,0,Малави
8150,SEN,n_sdg9_uni,0,Сенегал
8151,CAF,n_sdg9_uni,0,Центр.Афр.Респуб.
8152,COG,n_sdg9_uni,0,Республика Конго
8153,BGR,n_sdg9_uni,0,Болгария
8154,CHL,n_sdg9_uni,1,Чили
8155,HUN,n_sdg9_uni,1,Венгрия
8156,MLT,n_sdg9_uni,1,Мальта
8157,JPN,n_sdg9_uni,1,Япония
8158,CIV,n_sdg9_uni,0,Кот Д'Ивуар
8159,BRA,n_sdg9_uni,1,Бразилия
8160,UKR,n_sdg9_uni,0,Украина
8161,KOR,n_sdg9_uni,1,Корея, Республика
8162,HRV,n_sdg9_uni,0,Хорватия
8163,URY,n_sdg9_uni,0,Уругвай
8164,GMB,n_sdg9_uni,0,Гамбия
8165,USA,n_sdg9_uni,1,США
8166,SLE,n_sdg9_uni,0,Сьерра-Леоне
8167,ROU,n_sdg9_uni,1,Румыния
8168,LBR,n_sdg9_uni,0,Либерия
8169,PAN,n_sdg9_uni,0,Панама
8170,GHA,n_sdg9_uni,1,Гана
8171,MRT,n_sdg9_uni,0,Мавритания
8172,ITA,n_sdg9_uni,1,Италия
8173,MKD,n_sdg9_uni,0,Северная Македония
8174,GAB,n_sdg9_uni,0,Габон
8175,SVK,n_sdg9_uni,0,Словакия
8176,MNE,n_sdg9_uni,0,Черногория
8177,CRI,n_sdg9_uni,0,Коста-Рика
8178,MDA,n_sdg9_uni,0,Молдова, Республика
8179,ARM,n_sdg9_uni,0,Армения
8180,SVN,n_sdg9_uni,1,Словения
8181,POL,n_sdg9_uni,1,Польша
8182,AUS,n_sdg9_uni,1,Австралия
8183,NAM,n_sdg9_uni,0,Намибия
8184,ZAF,n_sdg9_uni,1,Южно-Африканская Республика
8185,FRA,n_sdg9_uni,1,Монако
8186,ESP,n_sdg9_uni,1,Испания
8187,AUT,n_sdg9_uni,1,Австрия
8188,CAN,n_sdg9_uni,1,Канада
8189,GBR,n_sdg9_uni,1,Великобритания
8190,BEL,n_sdg9_uni,1,Бельгия
8191,ISL,n_sdg9_uni,1,Исландия
8192,NZL,n_sdg9_uni,1,Новая Зеландия
8193,LVA,n_sdg9_uni,0,Латвия
8194,LTU,n_sdg9_uni,1,Литва
8195,TUR,n_sdg9_uni,1,Турция
8196,LUX,n_sdg9_uni,1,Люксембург
8197,DEU,n_sdg9_uni,1,Германия
8198,CZE,n_sdg9_uni,1,Чешская Республика
8199,CHE,n_sdg9_uni,1,Швейцария
8200,PRT,n_sdg9_uni,1,Португалия
8201,IRL,n_sdg9_uni,1,Ирландия
8202,DNK,n_sdg9_uni,1,Дания
8203,FIN,n_sdg9_uni,1,Финляндия
8204,EST,n_sdg9_uni,1,Эстония
8205,NLD,n_sdg9_uni,1,Нидерланды
8206,NOR,n_sdg9_uni,1,Норвегия
8207,SWE,n_sdg9_uni,1,Швеция
8208,AFG,n_sdg9_articles,0,Афганистан
8209,ARE,n_sdg9_articles,1,ОАЭ
8210,AZE,n_sdg9_articles,0,Азербайджан
8211,BGD,n_sdg9_articles,0,Бангладеш
8212,BLR,n_sdg9_articles,0,Беларусь
8213,BTN,n_sdg9_articles,0,Бутан
8214,CHN,n_sdg9_articles,1,КНР
8215,DJI,n_sdg9_articles,0,Джибути
8216,EGY,n_sdg9_articles,0,Египет
8217,ERI,n_sdg9_articles,0,Эритрея
8218,ETH,n_sdg9_articles,0,Эфиопия
8219,HND,n_sdg9_articles,0,Гондурас
8220,IND,n_sdg9_articles,0,Индия
8221,IRN,n_sdg9_articles,1,Иран
8222,IRQ,n_sdg9_articles,0,Ирак
8223,JOR,n_sdg9_articles,1,Иордания
8224,KAZ,n_sdg9_articles,0,Казахстан
8225,KGZ,n_sdg9_articles,0,Кыргызстан 
8226,KHM,n_sdg9_articles,0,Камбоджа
8227,LAO,n_sdg9_articles,0,Лаос
8228,LKA,n_sdg9_articles,0,Шри-Ланка
8229,MMR,n_sdg9_articles,0,Мьянма
8230,NIC,n_sdg9_articles,0,Никарагуа
8231,PAK,n_sdg9_articles,0,Пакистан
8232,PRK,n_sdg9_articles,0,Корея (КНДР)
8233,RUS,n_sdg9_articles,1,Россия
8234,RWA,n_sdg9_articles,0,Руанда
8235,SAU,n_sdg9_articles,1,Саудовская Аравия
8236,SDN,n_sdg9_articles,0,Судан
8237,SYR,n_sdg9_articles,0,Сирия
8238,TJK,n_sdg9_articles,0,Таджикистан
8239,TKM,n_sdg9_articles,0,Туркменистан
8240,UGA,n_sdg9_articles,0,Уганда
8241,UZB,n_sdg9_articles,0,Узбекистан
8242,VEN,n_sdg9_articles,0,Венесуэла
8243,VNM,n_sdg9_articles,0,Вьетнам
8244,YEM,n_sdg9_articles,0,Йеменская Арабская Республика
8245,GTM,n_sdg9_articles,0,Гватемала
8246,LBY,n_sdg9_articles,0,Ливия
8247,SOM,n_sdg9_articles,0,Сомали
8248,SLV,n_sdg9_articles,0,Эль-Сальвадор
8249,OMN,n_sdg9_articles,1,Оман
8250,COD,n_sdg9_articles,0,Демократическая Республика Конго
8251,LBN,n_sdg9_articles,1,Ливан
8252,CMR,n_sdg9_articles,0,Камерун
8253,PER,n_sdg9_articles,0,Перу
8254,TUN,n_sdg9_articles,1,Тунис
8255,KWT,n_sdg9_articles,1,Кувейт
8256,IDN,n_sdg9_articles,0,Индонезия
8257,DZA,n_sdg9_articles,0,Алжир
8258,BDI,n_sdg9_articles,0,Бурунди
8259,MEX,n_sdg9_articles,0,Мексика
8260,SGP,n_sdg9_articles,1,Сингапур
8261,NGA,n_sdg9_articles,0,Нигерия
8262,TGO,n_sdg9_articles,0,Того
8263,MAR,n_sdg9_articles,0,Марокко
8264,MLI,n_sdg9_articles,0,Мали
8265,GNQ,n_sdg9_articles,0,Экватор. Гвинея
8266,KEN,n_sdg9_articles,0,Кения
8267,PHL,n_sdg9_articles,0,Филиппины
8268,COL,n_sdg9_articles,0,Колумбия
8269,GEO,n_sdg9_articles,0,Грузия
8270,MDG,n_sdg9_articles,0,Мадагаскар
8271,ISR,n_sdg9_articles,1,Израиль
8272,SSD,n_sdg9_articles,0,Южный Судан
8273,TCD,n_sdg9_articles,0,Чад
8274,LSO,n_sdg9_articles,0,Лесото
8275,ZWE,n_sdg9_articles,0,Зимбабве
8276,BFA,n_sdg9_articles,0,Буркина-Фасо
8277,GIN,n_sdg9_articles,0,Гвинея
8278,MNG,n_sdg9_articles,0,Монголия
8279,MOZ,n_sdg9_articles,0,Мозамбик
